Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1130457130.00739,1121486562.52512,1292297736.23885,1348827324.09861,1517496131.38322,1941246972.45874,2269233639.28065,2683254708.17411,3220920084.77746,3735117374.41125,4879018601.90911,5625533410.31176,6265844252.10105,6996034036.99892,7122539666.59972,7211264780.00828,6742367273.27418,6490571703.85015,6720492405.83611,6811227982.82193,7322677820.10108,8195033162.12038,10585624890.9277,12092222041.9168,14789661809.1834,18340447242.9971,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45415278647.464,44802641829.9265
GDP (current US$),NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4471828621.90813,4694744897.95918,2316618542.52603,2550195043.10345,3381270207.85219,4449375346.45669,4422160017.54386,3735312142.57028,3571043102.5641,3673288263.62039,3772851420.24763,3709637829.94866,4018365247.44444,4946292774.79046,5682719260.0763,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10051659161.1733,10899583154.6499
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,673081724.075966,699161943.856733,739286906.851163,759345862.970929,802482182.923768,833563472.161911,900264583.687729,956436931.141842,1031669636.36062,1056391054.53794,1111859569.77066,1199507629.99222,1341590681.586,1653062347.36378,1917508190.04689,2283049233.28581,2181844193.92388,2358930406.42896,2669755115.50372,3463565881.42215,4042139901.36379,3594868208.41664,3526198070.09789,3511573991.89606,2939485471.50097,2857889712.4808,3258288890.58647,2565634382.28729,2442507588.38468,2498059014.77295,3081479800.28735,2653141958.52585,3024459564.32157,3370842210.90955,2977040722.47057,3159901231.97468,3995028592.78722,3545776697.12109,3738704467.51878,3717515282.53319,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,7342923489.09616,9413002920.97008,8550363974.79243,8729936135.74487,9892702357.56691,9919780071.28764,10601690871.7611,10673516672.6664,9738652322.17001,9990653078.19497
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,162960130.465802,174580139.768776,183120146.605902,190820152.770523,194740155.908875,229460183.705713,260400208.476282,269812781.79847,245160098.113071,265800106.373203,290520116.266151,365389567.21636,406084197.385471,444302221.260027,548618789.94423,613196872.560739,670309252.98248,806265763.845459,948983308.780545,1058297676.33572,1237662066.78974,1237686960.55408,1180094061.48178,1223225019.32697,1208026079.75492,1131349992.22735,1183671788.12366,1183071363.00406,1379923808.24718,1590201656.14301,1880784191.81484,2203536031.03471,1799529357.0981,2070647127.03808,1181801919.66833,1397454122.24047,2281039097.69299,2663238982.8009,1750585204.44813,1775920039.58919,1743506287.41519,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3997852636.24547,4432192843.58998,5320925102.29496,6190991712.12014,6959697194.02096,8003300198.30166,6028470988.53624,5518901971.40057,6054750320.3278,6373201160.03248,5441852138.14605
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.53116,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.27453,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49142784405.0044,59167157497.9385,66894448545.1226,74477975918.3051,88704944178.6284,100854996422.609,100005323301.867,72167753770.8928,79148947368.4211,93789736842.1053,92783947368.4211,100845263157.895,110202368421.053,124749736842.105,143534102611.497,162690965596.205,193547824063.3,230813597937.526,202257586267.556,255016609232.871,297951960784.314,314442825692.826,323276841537.339,338068990803.263,296283190372.552,296359118754.525
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42463576.1589404,44781456.9536424,47935843.7935844,57829787.2340425,109503546.099291,127154929.577465,141902097.902098,141268980.477223,168610478.359909,189535398.230089,215089005.235602,244468292.682927,284853358.561968,322326642.335766,355884383.08887,398988954.970263,450382327.952421,508223602.37893,540096397.621071,589239753.610875,624337145.284622,870179738.562091,897031250,1043403343.75,1202240023.4375,1119806500,1474698125,1745998937.5,2109960937.5,2149257812.5,2323401757.8125,2449576516.91549,2518312129.02218,2795147949.78753,3094197810.2,3435244658.76626,3591112750.83939
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,..,..,..,..,..,..,..,275494520.141999,343771964.662167,339913833.096246,359772363.262207,430096738.369216,486617332.387405,563683660.31194,538747268.333356,830710615.179954,939227993.66396,1049838492.55759,1222702356.10946,1595423285.64659,1759690811.60699,1538972158.1782,1333754034.23489,1297765448.50498,1232932008.13719,1392195933.33971,1852163474.54664,2090629722.63611,2169040741.55896,2181821902.43953,2681912030.49384,2724131545.16958,2830673388.82429,2818280876.07615,2081846482.74771,2706425298.36818,2780422212.26995,2697105694.07956,2920358586.75234,3439463140.35541,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.42491,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,12813248724.7996,14004067516.3577,12746688961.7795,14045098237.596
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,250721821.553678,264579879.784878,295118249.324932,345602025.375393,376094108.475331,474620439.58496,527936988.791275,625573345.532174,793675169.878579,1001300838.32335,1250242107.87969,1243469360.56838,1234518125,1165771369.00625,1101828568.76804,1117835285.50512,1435079200.34957,1751247763.41948,2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3439931906.61479,3570271557.88471,3705372038.70537,3923637971.04652,4127313818.33836,4306192435.82207,4331870647.71535,4689832689.83269,5456583589.39342,6062780269.0583,6394851386.64345,6757119558.3992,7880509170.54476,8977149553.24447,8528202278.41067,8741059602.64901,9500001983.37933,9198987219.66026,10131419448.978,11188785252.7566,10287007021.1557,10949092471.597
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131106400,137744500,143656600,150851598.261375,152901100,152631200,164751300,172674900,185055800,190992000,183114100,179432600,183000000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,92609222.6912849,107726181.218304,111148585.592024,113797356.813964,151897168.106199,172767213.286516,180340653.822049,191221777.800889,210695183.760251,199643444.567995,209348253.60877,227051054.984972,265009395.148159,333731874.379051,414772351.88069,475916514.745785,524407931.940588,540635389.589072,544424605.052283,644070364.889076,709041452.217718,747994681.876653,750214410.723584,788371855.945127,726937320.846135,683193885.003343,802890746.890756,909820553.400741,957377507.476686,981529400.534373,1019600770.6038,1443688869.96039,1464392416.14671,1249944999.42056,1315932644.95246,1415296704.11812,1442598431.0096,1401946853.20672,1375115534.0733,1405662878.85296,1293654175.2102,1295539448.36484,1324426606.62378,1563074859.52173,1833444740.37736,2184444848.97637,3040716679.07669,3356757497.1208,3978425730.72183,3670515695.69153,4343665119.8875,5179689613.50618,5225532807.25025,5724227536.49393,5391475878.08153,4844223517.89396,4634588338.07171
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,706991274.414428,827094668.018707,1019630847.11113,1216229419.31802,1136543003.2664,1147192916.68998,1082939379.16762,1094857357.63954,1044928624.74004,1080642033.34952,1469046114.77455,1888754655.15367,2143484487.67274,2191096860.28669,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.01813,3558137040.37772,4040345933.29231,4421943910.49749,4187367601.73431,4169664285.38681,4291172815.63421,4582555124.64952,4536538210.66761,4767303153.99506,5609831328.0648,6385695187.0102,6283803256.01264,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11681761261.0428,12164207329.5437
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,13056168000,14153952000,15221056000,16936336000,20070136000,21829712000,24337232000,26556376000,29363632000,32515752000,35541712000,39200880000,45178120000,55271304000,71976544000,88003984000,89023915584.4156,81825783185.8407,102517451754.386,134540324561.404,194356826086.957,250083020408.163,173720851063.83,148866910907.577,175632157330.155,184473106267.03,129440194508.009,140263679436.947,183144268180.018,222977035953.687,262709776007.964,314453890803.074,363609256195.677,503962832199.255,527318753518.414,343792792161.261,397404140458.457,480554644187.662,502010250656.743,579459682649.262,683647965226.955,724703603502.349,741559509631.317,713284231624.803,770267585947.191,866345821213.261,965281191371.844,1043471321169.09,1101275278668.79,894948748436.748,1051128603513.77,1171187519660.64,1186598324461.82,1261981728468.52,1298398654278.73,1151037122909.08,1045998068645.15
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106500000,..,..,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835200,315725600,318072000,314971100,322000000
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,32544887124.715,36324978697.3221,40541253687.1512,46837776480.6965,57004801533.1691,76859486837.6555,140509090225.561,153634644912.125,191078602015.36,221864632728.163,235765780535.398,308143991726.14,399635706600.82,413100094747.124,410711932256.055,416988855437.435,422997945987.704,429106552157.992,438374928771.13,405957775183.96,402886867149.289,415650066556.61,544628789841.346,545480411372.983,593377600004.871,597234481572.268,621835421140.165,708396338042.244,802232077700.633,832583629107.313,809335180977.759,866997519336.96,967123025893.847,970705165852.075,966886322034.273,1089026969409.72,1264692501508.67,1523735247225.23,1783624049835.17,2111520707885.6,2639163398129.61,2353140017976.63,2747991985923.82,3291238768813.26,3517290042987.4,3569108760902.47,3552155105906.59,3153183676492.11,3111499137793.74
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,291596156344.835,299033433705.304,341005087325.937,395419455083.866,406142008337.3,412226941363.17,435964657109.841,451745270165.348,467443771526.278,453763567498.89,511876924084.121,586243634956.355,691427125900.788,803273276926.291,989862700047.422,1225666634970.85,1179785595912.43,1362935523406.7,1577443963809.85,1668157593637.49,1637016759700.7,1579293076205.83,1445527236068.07,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,288793981432.888,296159788194.109,337684846816.424,391994294829.679,402348143945.757,408106910445.414,431640382177.662,447384545921.062,463423567528.959,450214949083.257,507920055467.194,581942286783.674,686628893957.615,798404019734.187,984408659212.038,1219063793136.09,1172546853378.41,1354032869496.32,1566983828956.61,1656868816266.87,1624432436239.87,1566425106492.08,1432641907767.45,..
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,310379641287.339,298629856589.635,311470336452.732,332436061824.552,375258292135.611,413664176294.508,427456737432.455,440150321992.544,465920438850.911,520867515611.093,571296418063.845,616131606095.362,688973366920.012,872977889163.731,1118745885064.35,1236174910742.05,1341860828067.38,1509117019025.73,1634224303394.68,1947681001919.88,2280187292914.43,2459499139801.4,2441787641412.67,2400889964155.46,2443660614880.83,2575525887782.12,2688214490798.85,2763479253508.58,2988896953383.47,3182426401658.11,3583954413081.7,3825385475042,3789343789199.26,4043243535797.25,4402360060455.03,4922821848492.25,5363658537833.45,5674926531226.03,5499432482324.86,5365881260373.11,5851457342169,5917641548115.5,6032742784414.22,6827061176773.63,8104396652437.36,9658919014552.29,11484611685884.1,14252023316865.7,17120054313779.3,16697282511085.5,20431462486141.4,24158308272825.3,25671457284263.6,27244416912947.4,28172661697097.9,26720461208852.1,26741687969406.6
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1752975841.35916,1695130456.52174,1930071406.92641,1639497206.70391,1170785047.79461,1288429150.51394,1480656884.38462,1661818168.4226,1980901553.51226,2598231467.43671,2988338439.31553,3408272498.11516,4401154128.12297,6054806100.8468,5439422031.39627,5811604051.96737,7015206498.21955,7284686576.2835,7985349731.46471,7983271110.60446,6512899540.34594,6749515654.64419
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,293073868.023221,327651487.962757,402460333.237637,523552815.119127,563939670.704419,711922994.225545,735339911.935065,811250927.388998,1000535735.38751,1209898293.46372,1378130995.65913,1205166025.51592,1143229071.77943,1092551781.01486,1037314956.25083,1082851076.52158,1515209588.2378,1839095595.25655,2000674667.08261,2010116851.20284,2481316053.85316,2480497547.84881,2737066955.91266,2574439973.17387,2720297738.93904,3130270918.79061,3137848783.08404,2840182191.77105,2934578788.86478,2906009307.6651,2647883820.18625,2671401082.76436,2905973022.1746,3588988600.70294,4110348444.49411,4280072625.97622,4663488363.0977,5974371695.95045,6919241412.09365,5557245122.31576,5350674803.33858,6074884388.58937,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2310099100,2552401933.33333,2725736633.33333,2098734600,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86851,4583850367.88972,7189481853.10614,10409797610.3499,12292770631.1967,12582122604.1921,12226514746.1243,11741338841.1321,11160356497.9404
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,984279598.325251,1159860290.16658,1284446123.33554,1707678389.68676,2073255525.20487,2257174480.78597,2696020574.58286,3668857103.75034,4519731946.68229,4141382328.42456,4139192052.98013,4538198498.74896,4087724527.81704,4464260488.58205,4587928884.17142,4019889098.36975,4173255530.97345
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,2037150716.33238,2025689536.60705,2379606422.29029,2657247327.3392,2798339768.79755,2948325264.30195,2876395613.08171,3046339294.53611,3271415867.99723,3651615453.01848,3956328426.04486,4356633663.36634,5074117544.77482,6242177798.33938,7675408485.51421,8984824182.60333,9584323309.12136,11049896742.3889,13236854105.1672,15912133569.2852,21728770055.3777,17788171722.4446,17692341358.1272,16251460689.3254,14824728528.4604,14991283215.7408,19462175321.8224,21765261041.7265,25705296183.5037,26314220188.0257,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,109881398474.953,100593283696.732,101445004812.643
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3526287037.03704,3537099150.14164,3612171957.67196,3236430348.25871,3376172169.81132,4456240740.74074,5247193069.30693,2354117303.06158,2093571673.65612,2314159887.23319,2512079324.07706,3263761937.95748,2291175764.66004,2394823061.93212,2460670287.73707,2521738759.58885,3523842274.89662,4227273069.05991,4873242526.06404,5302532113.25156,5016469068.50898,4766928746.6914,5031510908.86055,5597367853.40358,6831808930.39816,7723846194.87446,8312078525.08582,9366742309.49331,11494837053.4061,10911698208.1015,10154238250.1818,13131168011.807,14534278446.3087,16018848990.669,16961127045.8266,14798399861.5582,11014858591.8422
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59731122170.0865,60132854536.7832,65574726566.3779,62600906116.0987,67429590535.8518
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2434884951.20699,2259179124.88605,2128089611.34647,2308102953.05628,1960567071.10418,1615776820.56804,1816754048.14004,2310454960.70727,2506554607.43347,2547340984.48164,2804379662.19611,3012742078.00674,3448326858.34502,3218475900.48046,3636645995.26867,3942478205.72909,3945340776.40546,4102648719.61806,3826527630.55551,3818954447.99083,3908661517.62299,3546783708.12619,3361251197.73829,4931312147.21007,6606858786.01174,7261333794.60003,7978734401.53585,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12713366873.4658,12853963142.8124,11491507355.6498,10267157279.9956
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20432742.1126982,39333572.3247894,44290951.9252006,49248810.5726872,72751801.046087,103811958.762887,108601538.461538,117020381.931693,100459782.608696,102060129.577055
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,508334413.965087,531959561.62226,574091101.194382,496947904.443033,496098775.308642,735267082.294264,906811943.824649,841974025.462659,772228643.405428,788641965.432099,865975308.641975,882765471.604938,1024098804.93827,972101724.995368,1217953546.97604,1575789254.46938,1452792989.10865,1382400000,1604162497.45945,1851250008.33333,1945916583.33333,2275583316.66667,2395429852.43076,2447174803.37791,2581207387.79709,2619913955.51556,2850784523.37711,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007061224.48979,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21313549578.6984,21143873417.4002
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,12276734172.0828,13493833739.9949,14647057370.1418,15891241386.291,18699380731.3465,21000586933.2041,22867203317.4022,25087562181.3218,27817605743.2503,31503868835.1853,37677621537.7123,44010160463.6591,54008338917.8797,70924006306.1643,86129928026.8875,98970041042.175,107775403067.178,125395875998.923,153870462415.971,177376289135.45,192661371425.405,162039376225.382,156456858050.673,151487045479.114,142075910370.879,142009922306.263,198298498021.227,241918791122.715,258567751142.825,255039560739.894,314267667675.178,323320449905.705,358330385839.599,349037818106.312,374291430318.44,446528959648.641,445704575163.399,412199006098.938,432476116418.574,441975282335.393,412807259996.315,426573601789.709,465368906455.863,571863431151.242,650532654581.574,678533764457.157,726649102998.369,839419655078.018,936228211513.11,857932759099.75,836389937229.197,893757287201.688,828946812396.788,866680000367.264,879635084124.987,750318056805.557,770845046231.727
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,..,..,..,..,..,159594493.548808,164206537.561675,180036768.87301,215507164.034258,263108834.536684,358815681.903215,413634335.270097,505892512.861927,542294864.81243,637400199.110489,816647865.83143,798310509.647434,837616756.533737,846007597.720396,1047225130.24333,1182457142.60648,972563810.230325,904619629.797268,823832940.450511,796018978.4713,854823821.723177,1201262517.87644,1488113532.28584,2072735787.31779,2185072798.33184,2529310103.83608,2653781596.46008,2923764926.39718,3070161471.04451,3038727617.03901,3628440274.67,3606968433.92682,3291489840.57141,3158806480.26107,3056999988.09146,2682347064.3642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,..,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175564427552.782,185017316092.654
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,223854666.666667,240524723.428571,265291588.666667,292916241.142857,341973758.857143,566542872.357143,606671444,657171436.714286,695899980.428571,747971449.571429,776585681.071429,826571413.428571,880842890.071429,1093571441.5,1520900045.14286,1590428522.64286,1847871371.71429,2239857060.57143,2142128603.78571,1527852635.63158,2189347367.52632,2448290109.65,2465165179.69565,2743341724.08333,3105517091.41379,2683816288.7907,2885710608.8808,3851213727.67857,2630904261.83247,1013184745.70715,1009455476.05583,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763671610.70006,7423377429.05927,8496965842.2767,8298695144.91507,8758622328.66962,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12747741539.7259,13230844686.858
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,449526872.565561,485785231.729353,531736599.930736,586294879.4719,582816396.216401,673383510.242124,702296079.857695,665586872.839162,641214226.839012,625867984.42818,649916621.179857,693573704.422866,742779659.455167,946385104.967731,1026137112.43707,1048690931.5406,1064517600.10051,1291458043.7403,1774365587.86851,2109277663.09748,2508524715.79516,2170893417.98129,2017612217.82752,1803099561.08393,1461243326.83775,1440581653.32328,1904097000.74963,2233006101.94476,2280356194.14559,2179567111.0004,2480673304.74309,2327986215.86356,2344987614.27441,1606581743.78497,1563207224.65066,1880803361.68562,1987770898.54334,1845599608.44272,2076737356.67897,2018193703.06047,1798374468.36362,1945327564.65042,2170481508.86916,2731416346.48158,3052898739.4678,3405134831.8505,3646728060.06463,4291363390.91295,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209594.55433,7667951987.6933,8245312136.56543,7142951342.4223,7508986509.27487
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,4196092258.15484,4467200335.99328,4909302953.94092,5165489010.2198,5552822483.55033,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25367,12545849083.0183,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,61076493506.4935,51397461685.8237,35451565749.2355,28500815241.471,28873977228.1115,20721499308.4371,24093203444.564,23272161396.8853,24231168858.7187,30757075595.3681,27392886872.5547,29300903643.0584,15789003752.7594,18086400535.5777,28546958641.2735,34987951375,35822342617.6978,32004613750,35870792987.9432,46386011231.37,44137994251.618,59116847821.5797,67655813930.0926,87845420504.485,112248353104.911,145429764861.249,166451213395.64,208064753766.47,169481317540.364,369062464570.387,411743801711.642,460953836444.364,514966287206.505,568498939784.021,481066152870.266,405082677659.868
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,584477920198.99,604157219440.397,647173002027.413,683353535761.531,734790505460.858,797723909391.131,875492805408.936,926623934246.798,1013409031841.72,1097952410241.71,1163966395224.42,1267253061477.52,1395767220992.02,1560140359214.08,1709546297648.26,1863102029787.65,2084548864401.62,2298010156934.65,2575679667449.81,2875732302185.42,3136972126345.01,3517909963656.99,3659283025119.14,3979574111781.89,4397051258071.62,4712529999482.75,4968766427343.98,5302830242049.45,5761398451214.26,6224250243275.25,6575110950908.47,6786006083611.19,7133366589284.92,7457709121892.44,7888761439501.61,8270122373385.4,8731442777972.13,9264273191726.28,9724112027406.81,10340031087640.9,11030552667252.6,11361884260892.6,11739401906646.5,12407237511367.9,13302608706074.6,14267952115864.7,15176717496461.2,15948507238205.8,16273823136997.2,15795698382986.4,16583580836811.1,17312124677047.8,17985081294447.6,18539718715830.2,19191755961783.7,19595346721974.5,20104904753734.8
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,780000000,836000000,922000000,..
